安全科学与工程类,1,1,,,,,,
安全防范工程,1,1,,,,,1,
安全防范技术,2,1,2,,,,1,1
安全防范技术,,,,,,,,1
宝玉石鉴定与加工,,,,,,,1,6
宝石及材料工艺学,5,6,3,,,,1,7
实验艺术,,,,,,,,3
宠物养护与驯导,,,1,1,,,1,5
审计,,,,,,,,13
审计,,,,,,,,1
审计,,,,,,,,1
审计学,2,,,2,,,2,65
审计学,,,,,,,,1
审计学,,,,,,,,1
审计学,,,,,,,,2
审计评估类,,,,,,,,1
室内艺术设计,,,,1,1,,1,20
家具艺术设计,,,,,,,,1
家具设计与制造,,,,1,,,1,1
家具设计与制造,,,,,,,,1
家政服务与管理,,,,,,,,1
密码学,2,,,,,,,
密码工程,2,,,,,,,
导弹工程,6,2,,,,,2,2
导弹工程,2,,,,,,,
导弹工程,2,,,,,,,
导弹维修,,,,,,,,1
导游,,,,1,1,,1,12
导游,,,,,,,,1
导航工程,5,3,,,,,3,
导航工程,2,,,,2,,,
导航工程,4,,,,2,,,
小学教育,1,2,2,5,3,,1,36
小学教育,,,,,,,,8
小学教育,,,,,,,,1
小学教育,,,,,,,,1
小学教育,,,,,,,,1
小学教育,1,,,,,,,
展示艺术设计,,,,2,2,,2,8
岩土工程技术,1,,,,,,,
嵌入式技术与应用,1,,,,,,1,2
工业分析技术,1,2,2,,,,,5
工业分析技术,,,,,,,,1
工业工程,25,18,9,,1,,13,21
工业工程,1,,,,,,1,
工业工程,1,1,,,,,,
工业工程类,3,1,1,,,,,
工业工程类,3,2,1,,,,1,
工业机器人技术,7,3,,,1,,5,51
工业设计,59,41,10,21,4,,22,50
工业设计,1,1,,,,,1,
工业设计,,,,,,,,1
工业设计,,,,,,,,1
工业设计类,1,1,,1,,,,
工业设计,,,,,,,,2
工业过程自动化技术,,,,,,,,3
工商企业管理,2,2,,5,4,,6,59
工商企业管理,,,,,,,,1
工商企业管理,,,,,,,,1
工商企业管理,,,,,,,,1
工商管理,9,3,1,11,7,,5,177
工商管理,,,,,,,,1
工商管理,,,,,,,,1
工商管理,,,,,,,,1
工商管理,,,,,,,,1
工商管理,,,,,,,,1
工商管理,1,1,,,,,,
工商管理,,,,1,1,,1,
工商管理,,,,,,,,1
工商管理,,,,,,,,1
